"Car_Name","Price","Mileage","Fuel","Gearbox","Year","Voivodeship"
"Opel Meriva","9 999","101 000 km","Benzyna","Manualna","2008","Małopolskie"
"Opel Mokka 1.4 Turbo ecoFLEX Start/Stop 4x4 Color Edition","35 900","152 000 km","Benzyna","Manualna","2014","Mazowieckie"
"Opel Astra IV 1.6 Active","27 000","153 000 km","Benzyna+LPG","Manualna","2016","Łódzkie"
"Opel Grandland X","48 600","154 000 km","Benzyna","Manualna","2018","Kujawsko-pomorskie"
"Opel Insignia 2.0 CDTI Cosmo","39 850","162 901 km","Diesel","Automatyczna","2016","Wielkopolskie"
"Opel Zafira 1.6 ECOFLEX Family Plus","17 900","178 000 km","Benzyna","Manualna","2013","Podkarpackie"
"Opel Mokka","32 900","184 000 km","Benzyna","Manualna","2014","Śląskie"
"Opel Zafira 1.9 CDTI Cosmo","12 500","254 km","Diesel","Manualna","2005","Pomorskie"
"Opel Astra IV 1.6 Edition","25 500","112 500 km","Benzyna","Manualna","2013","Pomorskie"
"Opel Astra","36 500","163 000 km","Benzyna","Manualna","2016","Śląskie"
"Opel Astra III 1.7 CDTI","13 500","254 970 km","Diesel","Manualna","2010","Opolskie"
"Opel Corsa 1.4 Enjoy","25 830","151 266 km","Benzyna+LPG","Manualna","2016","Mazowieckie"
"Opel Insignia 2.0 CDTI Sports Tourer ecoFLEXStart/Stop","18 900","198 800 km","Diesel","Manualna","2012","Śląskie"
"Opel Astra 2.0 CDTI DPF Sports Tourer","24 000","234 706 km","Diesel","Manualna","2011","Dolnośląskie"
"Opel Meriva 1.4 Active","18 600","127 000 km","Benzyna","Manualna","2011","Wielkopolskie"
"Opel Insignia 2.0 CDTI ecoFLEX Business Sport","18 950","218 000 km","Diesel","Manualna","2010","Wielkopolskie"
"Opel Astra 1.6 D (CDTI) Automatik Dynamic","29 900","221 511 km","Diesel","Automatyczna","2015","Mazowieckie"
"Opel Corsa 1.4 (ecoFLEX) Start/Stop Selection","27 400","88 007 km","Benzyna","Manualna","2015","Śląskie"
"Opel Vectra","12 000","260 000 km","Benzyna","Manualna","2006","Pomorskie"
"Opel Zafira 1.8 Family","24 900","117 740 km","Benzyna","Manualna","2014","Mazowieckie"
"Opel Corsa 1.2 Elegance S&S","48 850","44 778 km","Benzyna","Manualna","2021","Małopolskie"
"Opel Zafira 1.9 CDTI Cosmo","16 900","213 000 km","Diesel","Manualna","2009","Małopolskie"
"Opel Crossland X","42 000","101 000 km","Benzyna","Manualna","2019","Lubuskie"
"Opel Astra ver-gtc-1-4-turbo","19 900","230 000 km","Benzyna","Manualna","2012","Lubelskie"
"Opel Meriva 1.6 16V Cosmo","10 900","161 600 km","Benzyna","Manualna","2009","Opolskie"
"Opel Mokka X 1.6 D (CDTI ecoFLEX) Start/Stop Active","39 999","157 000 km","Diesel","Manualna","2016","Wielkopolskie"
"Opel Zafira 1.4 T Cosmo","39 999","133 000 km","Benzyna","Manualna","2015","Dolnośląskie"
"Opel Zafira Tourer 2.0 CDTI Sport","35 500","205 000 km","Diesel","Manualna","2014","Mazowieckie"
"Opel Insignia 1.6 CDTI Elite S&S Eco","49 000","93 000 km","Diesel","Automatyczna","2019","Małopolskie"
"Opel Corsa 1.4 Enjoy S&S","33 000","91 000 km","Benzyna+LPG","Manualna","2017","Małopolskie"
"Opel Meriva 1.3 CDTI EcoFLEX Enjoy","14 000","107 000 km","Diesel","Manualna","2012","Mazowieckie"
"Opel Combo","49 900","107 934 km","Diesel","Manualna","2019","Śląskie"
"Opel Astra","19 900","188 067 km","Diesel","Manualna","2014","Małopolskie"
"Opel Insignia 1.5 T Innovation S&S","56 000","136 000 km","Benzyna","Manualna","2017","Dolnośląskie"
"Opel Astra IV 1.6 Active","13 900","211 000 km","Benzyna","Manualna","2012","Pomorskie"
"Opel Astra 1.4 EcoFLEX Design Edition","18 900","182 401 km","Benzyna","Manualna","2011","Śląskie"
"Opel Vectra 2.2 GTS","5 700","225 232 km","Benzyna","Manualna","2007","Dolnośląskie"
"Opel Mokka X 1.4 T Design Line S&S","56 900","87 000 km","Benzyna","Manualna","2017","Małopolskie"
"Opel Astra V 1.4 T Business Elegance S&S","45 898","103 050 km","Benzyna","Automatyczna","2020","Łódzkie"
"Opel Astra","42 900","138 000 km","Benzyna","Manualna","2016","Podkarpackie"
"Opel Crossland 1.2 Edition","51 900","6 250 km","Benzyna","Manualna","2021","Zachodniopomorskie"
"Opel Astra II 2.2 DTI Comfort","4 800","180 000 km","Diesel","Manualna","2002","Mazowieckie"
"Opel Crossland X 1.2 Start/Stop Innovation","43 000","92 000 km","Benzyna","Manualna","2019","Mazowieckie"
"Opel Meriva","27 500","142 939 km","Diesel","Manualna","2015","Kujawsko-pomorskie"
"Opel Astra V 1.6 CDTI Dynamic","32 900","176 500 km","Diesel","Automatyczna","2017","Kujawsko-pomorskie"
"Opel Corsa","21 900","150 000 km","Benzyna","Manualna","2015","Wielkopolskie"
"Opel Insignia 1.5 T Elite S&S","59 900","132 900 km","Benzyna","Automatyczna","2019","Dolnośląskie"
"Opel Astra 1.4 Turbo Sport","21 900","210 000 km","Benzyna","Manualna","2011","Mazowieckie"
"Opel Insignia","13 500","193 000 km","Diesel","Manualna","2009","Mazowieckie"
"Opel Corsa 1.4 T Color Edition S&S","24 900","164 217 km","Benzyna","Manualna","2016","Mazowieckie"
"Opel Astra","23 888","180 800 km","Benzyna","Automatyczna","2012","Kujawsko-pomorskie"
"Opel Astra 2.0 Turbo Edition","6 900","248 000 km","Benzyna+LPG","Manualna","2003","Lubuskie"
"Opel Corsa 1.4 16V 111","13 900","100 230 km","Benzyna","Manualna","2010","Mazowieckie"
"Opel Astra 1.6 Caravan Catch me now","11 900","175 000 km","Benzyna","Manualna","2007","Świętokrzyskie"
"Opel Astra 1.6 Sports Tourer","22 500","164 452 km","Benzyna+LPG","Manualna","2015","Mazowieckie"
"Opel Meriva 1.4 150 Jahre","21 999","109 800 km","Benzyna","Manualna","2012","Podkarpackie"
"Opel Astra 1.4 EcoFLEX Edition","16 900","144 871 km","Benzyna","Manualna","2010","Śląskie"
"Opel Mokka 1.6 CDTI ecoFLEX Start/Stop 4x4 Edition","34 900","161 000 km","Diesel","Manualna","2016","Lubelskie"
"Opel Adam 1.4 Unlimited","25 900","155 000 km","Benzyna","Manualna","2013","Podkarpackie"
"Opel Astra","10 000","233 342 km","Benzyna","Manualna","2009","Wielkopolskie"
"Opel Meriva 1.4 T Design Edition","19 999","165 121 km","Benzyna","Manualna","2011","Podlaskie"
"Opel Corsa","17 500","135 100 km","Benzyna","Manualna","2011","Świętokrzyskie"
"Opel Insignia 1.8 Active","21 500","165 560 km","Benzyna","Manualna","2008","Małopolskie"
"Opel Crossland X 1.2 Edition","45 990","100 000 km","Benzyna","Manualna","2021","Opolskie"
"Opel Astra II 1.8 Comfort","6 000","154 900 km","Benzyna","Manualna","2004","Dolnośląskie"
"Opel Astra 1.4 Turbo Active","28 400","130 355 km","Benzyna","Manualna","2013","Dolnośląskie"
"Opel Meriva","17 900","171 214 km","Benzyna","Manualna","2011","Mazowieckie"
"Opel Meriva","19 999","148 854 km","Benzyna","Manualna","2010","Kujawsko-pomorskie"
"Opel Astra V 1.0 T Enjoy S&S","36 900","89 000 km","Benzyna","Manualna","2019","Kujawsko-pomorskie"
"Opel Astra IV 1.4 T Business S&S","24 350","167 362 km","Benzyna+LPG","Manualna","2014","Dolnośląskie"
"Opel Astra 1.4 EcoFLEX Edition","18 400","192 000 km","Benzyna","Manualna","2011","Kujawsko-pomorskie"
"Opel Insignia 1.5 CDTI Business Elegance S&S","47 900","131 063 km","Diesel","Manualna","2021","Kujawsko-pomorskie"
"Opel Corsa","11 500","155 000 km","Benzyna","Manualna","2010","Mazowieckie"
"Opel Astra","23 900","145 250 km","Benzyna","Manualna","2012","Kujawsko-pomorskie"
"Opel Zafira Tourer 1.4 Turbo Innovation","34 650","127 011 km","Benzyna","Manualna","2013","Opolskie"
"Opel Corsa 1.4 16V Energy","18 900","162 500 km","Benzyna","Manualna","2013","Mazowieckie"
"Opel Insignia 1.6 CDTI Innovation S&S","42 900","192 500 km","Diesel","Manualna","2017","Łódzkie"
"Opel Mokka 1.4 T Cosmo S&S 4x4","31 900","180 000 km","Benzyna","Manualna","2013","Mazowieckie"
"Opel Mokka","51 900","131 000 km","Benzyna","Manualna","2017","Lubelskie"
"Opel Astra 1.4 Turbo Sports Tourer","17 999","248 000 km","Benzyna","Manualna","2012","Łódzkie"
"Opel Mokka 1.7 CDTI Cosmo S&S 4x4","31 000","206 111 km","Diesel","Manualna","2013","Mazowieckie"
"Opel Astra III GTC 1.6 Enjoy","11 000","192 000 km","Benzyna","Manualna","2008","Mazowieckie"
"Opel Insignia 1.4 Turbo ecoFLEX Start/Stop Edition","35 900","145 027 km","Benzyna","Manualna","2015","Mazowieckie"
"Opel Astra V 1.6 CDTI Essentia","25 900","193 200 km","Diesel","Manualna","2016","Kujawsko-pomorskie"
"Opel Astra","36 500","148 467 km","Diesel","Manualna","2018","Mazowieckie"
"Opel Corsa 1.2 16V","7 900","116 000 km","Benzyna","Manualna","2007","Pomorskie"
"Opel Corsa 1.4 16V 150 Jahre","5 800","214 000 km","Benzyna","Manualna","2010","Dolnośląskie"
"Opel Insignia 1.4 T Elegance S&S","21 400","181 000 km","Benzyna","Manualna","2012","Mazowieckie"
"Opel Insignia 1.5 CDTI Business Edition S&S","57 900","112 549 km","Diesel","Automatyczna","2021","Mazowieckie"
"Opel Zafira 1.4 Turbo Active","42 900","142 854 km","Benzyna","Manualna","2017","Podkarpackie"
"Opel Insignia 1.6 CDTI EcoFLEX S&S","31 900","192 645 km","Diesel","Manualna","2015","Małopolskie"
"Opel Astra V 1.5 CDTI Edition S&S","44 995","93 000 km","Diesel","Manualna","2020","Pomorskie"
"Opel Astra II 1.4 Start","3 900","123 000 km","Benzyna","Manualna","2009","Podkarpackie"
"Opel Meriva 1.4 T Cosmo","21 900","176 000 km","Benzyna","Manualna","2012","Śląskie"
"Opel Astra IV 1.4 T Enjoy","23 900","189 550 km","Benzyna","Manualna","2011","Mazowieckie"
"Opel Zafira 1.4 T Enjoy","28 800","163 000 km","Benzyna","Manualna","2012","Warmińsko-mazurskie"
"Opel Meriva 1.6 16V Cosmo","11 800","175 731 km","Benzyna","Manualna","2009","Warmińsko-mazurskie"
"Opel Vectra","9 650","233 000 km","Benzyna+LPG","Manualna","2007","Kujawsko-pomorskie"
"Opel Corsa 1.2 Innovation","15 900","126 844 km","Benzyna","Manualna","2011","Dolnośląskie"
"Opel Astra GTC 1.4 Turbo","22 500","224 500 km","Benzyna","Manualna","2012","Mazowieckie"
"Opel Zafira Tourer 1.6 CDTI ecoFLEX Start/Stop Edition","37 500","150 800 km","Diesel","Manualna","2016","Mazowieckie"
"Opel Zafira 1.8 Active","13 999","219 956 km","Benzyna","Manualna","2012","Pomorskie"
"Opel Meriva 1.6 CDTI ecoflex Start/Stop Style","19 999","200 000 km","Diesel","Manualna","2014","Warmińsko-mazurskie"
"Opel Meriva 1.6 Enjoy MTA","10 900","172 000 km","Benzyna+LPG","Automatyczna","2007","Kujawsko-pomorskie"
"Opel Insignia 2.0 CDTI Cosmo ecoFLEX S&S","33 300","200 000 km","Diesel","Manualna","2015","Małopolskie"
"Opel Astra III 1.6 Enjoy","4 500","195 442 km","Benzyna","Manualna","2008","Śląskie"
"Opel Grandland X","57 900","91 046 km","Benzyna","Manualna","2019","Pomorskie"
"Opel Mokka X","57 777","68 390 km","Benzyna","Manualna","2017","Śląskie"
"Opel Meriva","27 900","175 000 km","Benzyna","Automatyczna","2016","Podkarpackie"
"Opel Zafira 1.6 ECOFLEX Edition 111 Jahre","14 900","197 000 km","Benzyna","Manualna","2010","Kujawsko-pomorskie"
"Opel Corsa 1.4 16V Energy","22 900","140 000 km","Benzyna","Manualna","2014","Łódzkie"
"Opel Insignia 1.6 T Cosmo","25 000","252 000 km","Benzyna+LPG","Manualna","2010","Małopolskie"
"Opel Zafira 1.8 Cosmo Easytronic","11 900","180 000 km","Benzyna","Automatyczna","2008","Małopolskie"
"Opel Zafira","34 900","127 000 km","Benzyna","Manualna","2012","Małopolskie"
"Opel Astra IV 1.6 CDTI Essentia","29 000","192 000 km","Diesel","Manualna","2016","Mazowieckie"
"Opel Grandland X 1.6 CDTI Elite S&S","57 500","96 000 km","Diesel","Manualna","2017","Małopolskie"
"Opel Meriva","26 900","159 000 km","Benzyna","Manualna","2011","Śląskie"
"Opel Astra IV 2.0 CDTI Sport","16 000","249 000 km","Diesel","Automatyczna","2012","Mazowieckie"
"Opel Antara 2.0 CDTI 4x4 Edition Plus","18 900","191 850 km","Diesel","Manualna","2008","Wielkopolskie"
"Opel Insignia 2.0 CDTI","11 900","250 000 km","Diesel","Manualna","2010","Mazowieckie"
"Opel Crossland X","65 900","57 972 km","Benzyna","Automatyczna","2022","Łódzkie"
"Opel Insignia Grand Sport 2.0 Diesel Ultimate Exclusive","52 900","188 974 km","Diesel","Manualna","2017","Dolnośląskie"
"Opel Corsa 1.4 16V Color Edition","12 500","171 200 km","Benzyna","Manualna","2014","Śląskie"
"Opel Vectra 1.9 CDTI Comfort","6 300","240 000 km","Diesel","Manualna","2006","Kujawsko-pomorskie"
"Opel Astra 1.6 NAVI","8 500","224 558 km","Benzyna","Manualna","2006","Świętokrzyskie"
"Opel Astra V 1.4 T Dynamic S&S","46 900","75 000 km","Benzyna","Manualna","2019","Śląskie"
"Opel Vivaro L2H1 2.9t","21 500","244 000 km","Diesel","Manualna","2008","Warmińsko-mazurskie"
"Opel Corsa 1.2 Start/Stop Edition","42 900","62 921 km","Benzyna","Manualna","2019","Mazowieckie"
"Opel Zafira","6 000","235 000 km","Benzyna","Manualna","2006","Zachodniopomorskie"
"Opel Astra","16 900","245 000 km","Diesel","Automatyczna","2012","Zachodniopomorskie"
"Opel Corsa 1.3 CDTI Color Edition","20 999","170 000 km","Diesel","Manualna","2017","Łódzkie"
"Opel Corsa","8 000","172 000 km","Benzyna","Manualna","2009","Pomorskie"
"Opel Astra 1.4 EcoFLEX Edition","19 900","195 400 km","Benzyna","Manualna","2010","Pomorskie"
"Opel Astra V 1.4 T GPF Enjoy","52 800","104 460 km","Benzyna","Manualna","2019","Mazowieckie"
"Opel Meriva","4 100","102 000 km","Benzyna","Manualna","2003","Lubuskie"
"Opel Crossland X","44 900","135 000 km","Benzyna","Manualna","2017","Wielkopolskie"
"Opel Mokka 1.4 T Enjoy EU6","48 900","138 000 km","Benzyna","Manualna","2018","Lubelskie"
"Opel Astra GTC 1.8 Sport","8 600","230 000 km","Benzyna","Manualna","2007","Kujawsko-pomorskie"
"Opel Antara 2.0 CDTI Automatik 4x4 Cosmo","19 999","238 093 km","Diesel","Automatyczna","2010","Warmińsko-mazurskie"
"Opel Corsa","18 500","204 018 km","Benzyna+LPG","Manualna","2016","Pomorskie"
"Opel Astra","33 900","143 467 km","Benzyna+LPG","Manualna","2018","Śląskie"
"Opel Corsa 1.2 16V Enjoy","13 000","125 000 km","Benzyna","Manualna","2011","Mazowieckie"
"Opel Zafira 1.8 Active","14 900","187 081 km","Benzyna","Manualna","2009","Podlaskie"
"Opel Astra 1.6 Active","17 500","170 000 km","Benzyna","Manualna","2010","Małopolskie"
"Opel Meriva","5 900","247 500 km","Benzyna+LPG","Automatyczna","2006","Wielkopolskie"
"Opel Astra","31 000","196 000 km","Diesel","Manualna","2016","Mazowieckie"
"Opel Meriva","20 000","177 387 km","Diesel","Manualna","2014","Śląskie"
"Opel Insignia 2.0 Turbo Edition","22 000","297 000 km","Benzyna","Automatyczna","2011","Mazowieckie"
"Opel Insignia 2.0 CDTI Cosmo ecoFLEX S&S","33 900","116 703 km","Diesel","Manualna","2014","Małopolskie"
"Opel Zafira Tourer 1.4 Turbo Active","28 999","171 605 km","Benzyna","Manualna","2013","Śląskie"
"Opel Zafira 1.8 16V Comfort","6 900","250 000 km","Benzyna","Manualna","2004","Kujawsko-pomorskie"
"Opel Astra III 1.7 CDTI Cosmo","6 900","258 000 km","Diesel","Manualna","2004","Świętokrzyskie"
"Opel Meriva","12 900","220 000 km","Benzyna","Automatyczna","2008","Łódzkie"
"Opel Mokka X 1.4 T Color Edition S&S","48 800","128 600 km","Benzyna","Manualna","2018","Śląskie"
"Opel Meriva 1.4 T Cosmo","20 300","199 000 km","Benzyna","Manualna","2011","Świętokrzyskie"
"Opel Insignia","43 665","184 138 km","Diesel","Manualna","2021","Śląskie"
"Opel Astra 1.4 Turbo 150 Jahre","19 999","219 800 km","Benzyna","Manualna","2012","Zachodniopomorskie"
"Opel Corsa ver-1-2-direct-inj-turbo-start-stop-automatik-edition","23 900","58 000 km","Benzyna","Automatyczna","2021","Śląskie"
"Opel Astra Twin Top 1.6 Edition","8 900","255 000 km","Benzyna","Manualna","2007","Zachodniopomorskie"
"Opel Astra IV 1.6 CDTI Essentia","36 999","181 000 km","Diesel","Manualna","2017","Mazowieckie"
"Opel Astra","19 000","240 000 km","Benzyna","Manualna","2010","Warmińsko-mazurskie"
"Opel Zafira 1.4 Turbo Innovation","28 999","180 000 km","Benzyna","Manualna","2012","Śląskie"
"Opel Astra 1.0 Turbo Start/Stop Innovation","38 700","135 825 km","Benzyna","Manualna","2018","Podlaskie"
"Opel Mokka 1.4 T Cosmo S&S EU6","39 900","203 388 km","Benzyna","Manualna","2015","Mazowieckie"
"Opel Corsa 1.2 16V Catch me now","5 500","169 553 km","Benzyna","Manualna","2009","Wielkopolskie"
"Opel Astra 1.4 Turbo Sports Tourer Ultimate","51 900","80 258 km","Benzyna","Manualna","2019","Wielkopolskie"
"Opel Astra V 1.6 CDTI Enjoy","29 520","212 184 km","Diesel","Manualna","2018","Mazowieckie"
"Opel Astra II 1.4 NJoy","2 700","250 000 km","Benzyna+LPG","Manualna","2003","Podlaskie"
"Opel Astra GTC 1.4 Edition","11 900","204 000 km","Benzyna","Manualna","2009","Kujawsko-pomorskie"
"Opel Mokka X 1.4 DI Start/Stop 4x4 Automatik Ultimate","58 900","91 000 km","Benzyna","Automatyczna","2018","Mazowieckie"
"Opel Mokka","53 850","159 202 km","Benzyna","Manualna","2018","Małopolskie"
"Opel Vivaro L2H1 2.9t Elegance","64 800","254 271 km","Diesel","Manualna","2017","Lubelskie"
"Opel Mokka 1.2 T GS S&S","85 900","30 000 km","Benzyna","Automatyczna","2023","Śląskie"
"Opel Corsa 1.2 16V Enjoy","14 900","163 000 km","Benzyna+LPG","Manualna","2012","Łódzkie"
"Opel Astra","23 500","210 917 km","Benzyna","Manualna","2013","Wielkopolskie"
"Opel Crossland X 1.2 ECOTEC Start/Stop Innovation","38 900","158 000 km","Benzyna","Manualna","2019","Pomorskie"
"Opel Zafira 1.4 Turbo (ecoFLEX) Start/Stop Innovation","26 900","191 500 km","Benzyna","Manualna","2014","Mazowieckie"
"Opel Insignia 2.0 CDTI Sports Tourer 4x4 ecoFLEX St./St Innovation","24 000","212 500 km","Diesel","Manualna","2012","Pomorskie"
"Opel Astra V 1.4 T Dynamic","37 999","158 200 km","Benzyna","Manualna","2018","Kujawsko-pomorskie"
"Opel Astra 1.6 D (CDTI) Start/Stop Sports Tourer Business","36 900","167 000 km","Diesel","Manualna","2017","Podkarpackie"
"Opel Zafira","17 200","215 000 km","Benzyna","Manualna","2007","Mazowieckie"
"Opel Meriva","5 500","247 135 km","Benzyna","Manualna","2004","Zachodniopomorskie"
"Opel Insignia 2.0 CDTI ecoFLEX Cosmo","15 900","218 000 km","Diesel","Manualna","2009","Wielkopolskie"
"Opel Astra IV 1.4 T Cosmo","23 900","191 000 km","Benzyna+LPG","Manualna","2016","Mazowieckie"
"Opel Meriva 1.6 16V Cosmo","5 000","151 000 km","Benzyna","Manualna","2006","Śląskie"
"Opel Zafira 2.0 CDTI Cosmo","29 900","226 000 km","Diesel","Manualna","2013","Wielkopolskie"
"Opel Corsa","46 800","26 900 km","Benzyna","Manualna","2022","Śląskie"
"Opel Astra 1.4 Turbo Exklusiv","23 000","217 000 km","Benzyna+LPG","Manualna","2010","Śląskie"
"Opel Astra V 1.4 T Enjoy","42 900","152 000 km","Benzyna","Manualna","2018","Śląskie"
"Opel Insignia","13 500","219 669 km","Benzyna","Manualna","2009","Małopolskie"
"Opel Insignia","28 500","220 000 km","Diesel","Manualna","2016","Mazowieckie"
"Opel Insignia 2.0 CDTI automatik Business Innovation","48 999","177 000 km","Diesel","Automatyczna","2018","Lubuskie"
"Opel Zafira 1.8 111","13 900","201 000 km","Benzyna","Manualna","2011","Łódzkie"
"Opel Astra","35 900","186 500 km","Diesel","Manualna","2019","Wielkopolskie"
"Opel Astra 1.6 CDTI DPF ecoFLEX Start/Stop Edition","27 900","215 000 km","Diesel","Manualna","2016","Mazowieckie"
"Opel Insignia","48 999","223 778 km","Benzyna","Automatyczna","2019","Wielkopolskie"
"Opel Astra II 1.6 Start","7 300","189 000 km","Benzyna","Manualna","2004","Mazowieckie"
"Opel Corsa","11 700","180 000 km","Benzyna","Manualna","2009","Lubuskie"
"Opel Vivaro","51 900","125 688 km","Diesel","Manualna","2014","Wielkopolskie"
"Opel Vectra 1.9 CDTI DPF Business","8 900","272 000 km","Diesel","Manualna","2005","Łódzkie"
"Opel Astra III 1.7 CDTI EcoFLEX","14 900","241 000 km","Diesel","Manualna","2012","Śląskie"
"Opel Signum 2.8 V6 Sport","19 000","184 000 km","Benzyna+LPG","Automatyczna","2007","Łódzkie"
"Opel Mokka X 1.6 D (CDTI ecoFLEX) Start/Stop Edition","38 000","189 000 km","Diesel","Manualna","2018","Mazowieckie"
"Opel Astra 1.4 Turbo Active","31 500","133 600 km","Benzyna","Manualna","2014","Małopolskie"
"Opel Insignia 2.0 CDTI Edition","6 500","293 000 km","Diesel","Manualna","2010","Podkarpackie"
"Opel Corsa 1.4 16V Color Edition","13 200","132 000 km","Benzyna","Manualna","2010","Wielkopolskie"
"Opel Vectra","6 500","257 000 km","Benzyna","Manualna","2005","Dolnośląskie"
"Opel Astra V 1.6 CDTI Essentia S&S","35 999","202 000 km","Diesel","Manualna","2016","Warmińsko-mazurskie"
"Opel Corsa 1.2 16V EcoFLEX Satellite","11 900","209 000 km","Benzyna","Manualna","2011","Pomorskie"
"Opel Crossland X 1.2 Start/Stop Ultimate","38 999","151 947 km","Benzyna","Manualna","2019","Wielkopolskie"
"Opel Astra III 1.4 Elegance","5 499","244 000 km","Benzyna+LPG","Manualna","2008","Zachodniopomorskie"
"Opel Antara","5 000","165 328 km","Diesel","Manualna","2010","Lubelskie"
"Opel Zafira 1.7 CDTI","17 000","206 000 km","Diesel","Manualna","2012","Mazowieckie"
